Samples,TotalDEL,TotalDUP,Overlapped_gene,over_1KB_DEL,over_5KB_DEL,over_10KB_DEL,over_100KB_DEL,over_1000KB_DEL,over_1KB_DUP,over_5KB_DUP,over_10KB_DUP,over_100KB_DUP,over_1000KB_DUP
P002190812016,445,160,76,445,429,374,103,15,160,160,159,48,1
