Samples,TotalDEL,TotalDUP,Overlapped_gene,over_1KB_DEL,over_5KB_DEL,over_10KB_DEL,over_100KB_DEL,over_1000KB_DEL,over_1KB_DUP,over_5KB_DUP,over_10KB_DUP,over_100KB_DUP,over_1000KB_DUP
P002190812017,411,198,76,411,390,348,98,15,198,198,198,49,0
