quality,acumulative
0,0.0011929022317212585
1,0.005200308166409861
2,0.008984044932650728
3,0.07980018887618669
4,0.08370818629156519
5,0.08856677767284657
6,0.22805556936229435
7,0.23146652418112232
8,0.23819523833192505
9,0.4171927034146826
10,0.42141135245290523
11,0.42921492121874844
12,0.5840188379144092
13,0.5889271335553456
14,0.5969170932948954
15,0.7096028629653561
16,0.7150206272677568
17,0.7213206421790347
18,0.7780269894129926
19,0.783469605845221
20,0.7890364829265868
21,0.8138264824295443
22,0.8186726477459119
23,0.8231708832446941
24,0.8343294895372534
25,0.8380013917192703
26,0.8410644167205129
27,0.8476067398976093
28,0.8507753864506188
29,0.8532730254982852
30,0.859684874993787
31,0.8617413887370148
32,0.8645496794075253
33,0.8716014712460858
34,0.8727570952830658
35,0.8749005914806899
36,0.8809520850936925
37,0.8824680650131717
38,0.8846302003081664
39,0.8873204433619961
40,0.8890787315472936
41,0.8916882051791839
42,0.8930799244495253
43,0.895770167503355
44,0.8982678065510215
45,0.89928674387395
46,0.9020515433172623
47,0.9043255131964809
48,0.905158059545703
49,0.9071586559968189
50,0.9095879516874597
51,0.9105696108156469
52,0.9124645857149958
53,0.9146950643670163
54,0.9158817535662807
55,0.9171802773497689
56,0.9194666732939013
57,0.9204669715194592
58,0.9215728912967841
59,0.9236418311049257
60,0.9252013022516029
61,0.9261581092499627
62,0.9276057458124162
63,0.9293640339977136
64,0.9310415527610716
65,0.9317125602664148
66,0.9334025050946866
67,0.9353782494159749
68,0.9360244047914906
69,0.9373850588995477
70,0.9401560713753169
71,0.9407463094587206
72,0.9414980863860033
73,0.9437285650380237
74,0.9441261991152642
75,0.9448779760425469
76,0.9468661464287489
77,0.9474439584472389
78,0.9479782792385307
79,0.949220885729907
80,0.9499043193001641
81,0.9504386400914558
82,0.9509605348178339
83,0.9515880510959789
84,0.952370893185546
85,0.9528306575873552
86,0.9534954520602416
87,0.9541602465331279
88,0.9544895372533426
89,0.9552351011481685
90,0.9560179432377355
91,0.9565336249316566
92,0.9568442765545008
93,0.9575774143844128
94,0.9581303742730752
95,0.9584161737660918
96,0.9591120334012625
97,0.9596525672250111
98,0.9601185446592773
99,1.0
