quality,acumulative
0,0.0017095462755450312
1,0.00580520837738083
2,0.010214992056348578
3,0.05810041017029014
4,0.06211150107828272
5,0.06699246712294839
6,0.17657257114551683
7,0.1807648860403163
8,0.18690837919307
9,0.34592034601699884
10,0.35105502564319413
11,0.35888994267281216
12,0.5156064056638536
13,0.5210672884663013
14,0.5287028591104319
15,0.6585740088558122
16,0.6640167692595792
17,0.6714650751173425
18,0.7435016098730828
19,0.7485456775058746
20,0.7544898242731408
21,0.7904929896521103
22,0.7948182021372349
23,0.799735412979262
24,0.8172778949021693
25,0.8208238442440241
26,0.8241764879999517
27,0.8341619296730115
28,0.8371219214575241
29,0.8393811804930501
30,0.8473429543134329
31,0.8489800109942552
32,0.851444657214829
33,0.8581801487244852
34,0.8595574510242175
35,0.8617683836632617
36,0.8673198784591128
37,0.8688059151509294
38,0.8712222349750213
39,0.8737412483916371
40,0.8759763442289221
41,0.878706785630146
42,0.8798847415443908
43,0.8823131429676032
44,0.8850315027697065
45,0.8860101122984638
46,0.8886922273032059
47,0.8914105871053093
48,0.8924012782331869
49,0.8943403748920207
50,0.8969016739055582
51,0.89800109942552
52,0.8998254208927093
53,0.9021450879238376
54,0.9033351254372028
55,0.9048211621290194
56,0.9069233603759793
57,0.9081496426867061
58,0.9093457209996315
59,0.9116170616342779
60,0.913405138304106
61,0.9146797470113144
62,0.9159906005158843
63,0.9179417787738385
64,0.9198446306353109
65,0.9205272409856169
66,0.9224119704484085
67,0.9246712294839345
68,0.9253115542373188
69,0.9264653469533227
70,0.9293347267444318
71,0.930047541092539
72,0.9308690898327303
73,0.9331525120664971
74,0.933780755220761
75,0.9346687527561148
76,0.9368796853951589
77,0.9375200101485432
78,0.9381059677058855
79,0.9395074332038589
80,0.9401719211554841
81,0.9407578787128265
82,0.941349877069729
83,0.9419841610235531
84,0.9427090569707807
85,0.9433433409246048
86,0.9442555016581995
87,0.9449622752067464
88,0.945451579971125
89,0.9462489655130754
90,0.9470403102554654
91,0.947608145414127
92,0.9480310013833431
93,0.9487377749318899
94,0.9496740988637256
95,0.950157362828544
96,0.9508097691810488
97,0.9514742571326741
98,0.9520722962891368
99,1.0
