count,insert_size
1.08064143085689e-05,2
1.133933337036134e-05,3
1.2375564879402193e-05,4
1.20202855048739e-05,5
1.2138711963049998e-05,6
1.1990678890329875e-05,7
1.08064143085689e-05,8
1.2464384723034266e-05,9
1.1398546599449388e-05,10
1.1694612744889631e-05,11
1.1605792901257558e-05,12
1.3471009617531095e-05,13
1.3056517013914753e-05,14
1.3234156701178899e-05,15
1.4418421282939875e-05,16
1.4477634512027923e-05,17
1.4892127115644265e-05,18
7.073020214567426e-05,19
6.101923257523426e-05,20
3.5557544067373285e-05,21
2.6172247256917556e-05,22
2.7919037515014995e-05,23
2.7711791213206822e-05,24
2.883684256587975e-05,25
2.8244710274999263e-05,26
2.8451956576807432e-05,27
3.037638652216902e-05,28
2.9725041002200483e-05,29
2.9725041002200483e-05,30
3.194553709300231e-05,31
3.1383011416665845e-05,32
3.0761272511241335e-05,33
3.244884954025073e-05,34
3.114615850031365e-05,35
3.170868417665012e-05,36
3.0435599751257066e-05,37
3.262648922751487e-05,38
3.191593047845829e-05,39
3.389957365290792e-05,40
3.221199662389853e-05,41
3.3218621518395356e-05,42
3.304098183113121e-05,43
3.4462099329244384e-05,44
3.369232735109975e-05,45
3.449170594378841e-05,46
3.6889841721854386e-05,47
3.7037874794574505e-05,48
4.07979148416656e-05,49
3.922876427083231e-05,50
4.390660936878816e-05,51
4.3314477077907675e-05,52
4.69856972813667e-05,53
5.127865639025023e-05,54
4.879170076855218e-05,55
4.976871904850499e-05,56
4.8258781706759745e-05,57
5.151550930660243e-05,58
5.385443185558035e-05,59
5.166354237932255e-05,60
5.1811575452042675e-05,61
5.4032071542844505e-05,62
5.6874306539070845e-05,63
5.770329174630353e-05,64
5.820660419355194e-05,65
5.814739096446389e-05,66
5.791053804811169e-05,67
6.270680960424365e-05,68
6.61707835058945e-05,69
6.528258506957376e-05,70
6.486809246595742e-05,71
6.73846547021995e-05,72
6.84800994403284e-05,73
7.244738578922766e-05,74
7.00492500111617e-05,75
7.099666167657048e-05,76
7.022688969842584e-05,77
7.395732313097292e-05,78
8.224717520329974e-05,79
8.192150244331547e-05,80
8.236560166147584e-05,81
8.393475223230913e-05,82
8.665856077035937e-05,83
9.213578446100388e-05,84
9.032978097381839e-05,85
9.172129185738754e-05,86
9.228381753372401e-05,87
9.474116654087803e-05,88
9.986311085699425e-05,89
0.00010160990111509169,90
9.557015174811071e-05,91
9.631031711171132e-05,92
0.00010252770616595644,93
0.0001028237723113967,94
0.00010803453647114498,95
0.00010702791157664815,96
0.00011031424579103485,97
0.00011342294031815742,98
0.00011363018661996558,99
0.00011283080802727693,100
0.00011955150952877046,101
0.00011842645817609753,102
0.00012094302041233961,103
0.0001270123763938646,104
0.00012911444602649034,105
0.00013029871060825132,106
0.00012867034680832996,107
0.0001341771771135185,108
0.0001370786253388329,109
0.00013710823195337693,110
0.00014045377939685168,111
0.00014575336340023204,112
0.00014548690386933583,113
0.00015351029641076644,114
0.00015670781078152107,115
0.0001532142302653262,116
0.00016067509713042034,117
0.00016630035389378497,118
0.0001655009753010963,119
0.00017006039394087608,120
0.00017186639742806155,121
0.00017343554799889485,122
0.0001818734331439418,123
0.00018450842183835995,124
0.00018391628954747948,125
0.00018714341053277812,126
0.0001915844027143818,127
0.00019424899802334398,128
0.00019833471083041936,129
0.0002016506516593501,130
0.00020372311467743178,131
0.00021011814341894105,132
0.0002123386395097429,133
0.00021704609122224277,134
0.00022468459777460106,135
0.00022456617131642496,136
0.0002314349058906386,137
0.00023401068135596873,138
0.00024194525405376728,139
0.00024301109217735216,140
0.0002465934925371791,141
0.0002560380025767229,142
0.00025713344731485176,143
0.00026696284334346785,144
0.00026903530636154956,145
0.000276821845986628,146
0.0002805522794191751,147
0.0002814108712409518,148
0.00029837546137467775,149
0.00030018146486186325,150
0.00030932990875596675,151
0.0003103365336504636,152
0.0003219719331662652,153
0.0003222976059262494,154
0.00033251188794393785,155
0.0003370713065837176,156
0.000348440246568623,157
0.00035157854771028957,158
0.00036208889587341825,159
0.00037034914133120104,160
0.00037330980278560346,161
0.0003809187027234177,162
0.00039089613182475397,163
0.00039465617187184505,164
0.0004076238690421277,165
0.00041549922851083824,166
0.00042757872724480015,167
0.000443181413109501,168
0.0004454315158148469,169
0.0004566228161124881,170
0.000469886579428211,171
0.00047933108946775476,172
0.0004914698014308048,173
0.0005045263184447195,174
0.0005194184455603638,175
0.0005242443237310398,176
0.0005325045691888225,177
0.0005486697807298599,178
0.0005587360296748281,179
0.0005764407851721547,180
0.0005836647991208967,181
0.0006032643779490408,182
0.0006193111630319021,183
0.0006287556730714458,184
0.0006454834102888196,185
0.000660434750633552,186
0.0006729879552002183,187
0.0006856595862250607,188
0.0007074204479149186,189
0.0007205953913870095,190
0.0007251252034122452,191
0.0007622518980504519,192
0.0007863812889038317,193
0.0007948783872779667,194
0.0008149812785533592,195
0.000843758907890151,196
0.0008578516564131066,197
0.0008797309445611406,198
0.0008988272109420362,199
0.0009301510091296141,200
0.0009387665339619252,201
0.000967751409600525,202
0.0009844495402033548,203
0.0010105033610020963,204
0.0010329451748264668,205
0.0010469491035057902,206
0.001089079316001937,207
0.0011183010445568891,208
0.0011381670829159294,209
0.0011677144842308657,210
0.0011844718280627836,211
0.0012190523538502041,212
0.0012503465454232379,213
0.0012765483992946995,214
0.001309026855449494,215
0.0013409723925424965,216
0.0013809117155623852,217
0.0013996823091832968,218
0.0014387334337668649,219
0.0014735804190851816,220
0.0014925286523933573,221
0.0015400176621219723,222
0.0015728217910367514,223
0.0016119321288494077,224
0.0016393478539171741,225
0.0016917515616600974,226
0.0017112327140300654,227
0.0017586625105295924,228
0.0018118952034797482,229
0.0018481633062961782,230
0.001872470336836822,231
0.0019214396772926385,232
0.0019649614006723545,233
0.002014700513106315,234
0.0020489257595192076,235
0.0020949344385206214,236
0.0021364429121113436,237
0.002171023437898764,238
0.002237727140466451,239
0.0022590439029381484,240
0.002320211168586103,241
0.0023734142549217147,242
0.0024198670331412892,243
0.002456401595488615,244
0.002510936979478708,245
0.002553274438276663,246
0.0026094973992957654,247
0.002667407937343877,248
0.0027081170323419103,249
0.0027777221831349116,250
0.0028268987698925364,251
0.0028870594106459938,252
0.0029195970800298767,253
0.0029920148592045602,254
0.0030358918619588044,255
0.0030867856323599824,256
0.003139988718695594,257
0.003203169234132542,258
0.003257378945362651,259
0.0033017888671786873,260
0.0033642292172520348,261
0.0034183797152530556,262
0.0034766159260611515,263
0.0035254668400587917,264
0.0035809792423288373,265
0.0036454032355766343,266
0.003683743801411146,267
0.0037531120992877953,268
0.003787899871377024,269
0.003857416202326393,270
0.00390712570814581,271
0.003963348669164912,272
