quality,acumulative
0,3.859426475317924e-05
1,0.00022913171596707318
2,0.00042870926523126137
3,0.11486939666037917
4,0.1151176516606834
5,0.1154201472492894
6,0.29235572785827907
7,0.29272150413323716
8,0.2931957615847987
9,0.4320168980294325
10,0.43274705979503314
11,0.43371191641386264
12,0.5248475787314308
13,0.5264591500569352
14,0.5288276557461123
15,0.5814445033596134
16,0.5851206940013735
17,0.5908156080769799
18,0.6218092365463348
19,0.6301104804290569
20,0.6417798562276714
21,0.6649235503246612
22,0.6801588971080379
23,0.7007560651234755
24,0.7264313343706267
25,0.751520388028824
26,0.7789904644350374
27,0.8025253166207418
28,0.8163910885494989
29,0.8227386281651209
30,0.825836600227741
31,0.8262131550811436
32,0.8264968750814913
33,0.8284630964074302
34,0.8288521683196718
35,0.829312517928079
36,0.8329149970011214
37,0.8335665794529002
38,0.8343767113166382
39,0.8357873143085629
40,0.8375150161244057
41,0.8395062715680224
42,0.8418681710317012
43,0.8443722781916327
44,0.8468367479985744
45,0.8496249228549325
46,0.8530128734473197
47,0.856759298697009
48,0.8613704440948167
49,0.8674047095433881
50,0.8731416948445364
51,0.879761132793825
52,0.889572420747025
53,0.8979112158062638
54,0.9081046217501282
55,0.9249783124570813
56,0.9345462131550811
57,0.9431228323322584
58,0.9517039715584608
59,0.953303721217284
60,0.9540933390123693
61,0.9547803864641916
62,0.9555665272984883
63,0.9564771433290161
64,0.9575365732812948
65,0.958556018184505
66,0.9593237311266222
67,0.959873090931217
68,0.9604304477456256
69,0.9610107525012387
70,0.9616178298549238
71,0.9623392992185531
72,0.9630253035821389
73,0.9637540745634241
74,0.9645781142703164
75,0.9654351851046999
76,0.9664268143216015
77,0.9675154507445042
78,0.9687129160400894
79,0.9700703215319489
80,0.9715848856514521
81,0.9733160644280834
82,0.9752506454108464
83,0.9774286136488096
84,0.9794796728179898
85,0.9813450622810601
86,0.9831078814008675
87,0.9840984675295325
88,0.9847862103735125
89,0.9852757664525438
90,0.9855535756195509
91,0.9858797145415192
92,0.9861575237085264
93,0.9864464591500569
94,0.9867221821405909
95,0.9869492276800849
96,0.9871529775822954
97,0.98734629660214
98,0.9875277939553037
99,1.0
